"தொடங்கும் எழுத்து",பெயர்,பொருள்
பே,பேகன்,
பே,பேரன்,
பே,பேரன்பன்,
பே,பேரன்பு,
பே,பேரமுதன்,
பே,பேரரசன்,
பே,பேரரசு,
பே,பேரருளன்,
பே,பேரருளாளன்,
பே,பேரருவி,
பே,பேரறவோன்,
பே,பேரறிஞன்,
பே,பேரறிவன்,
பே,பேரறிவாளன்,
பே,பேரறிவு,
பே,பேரழகன்,
பே,பேராசிரியன்,
பே,பேராசிரியர்,
பே,பேராயன்,
பே,பேராற்றல்,
பே,பேராளன்,
பே,பேராழி,
பே,பேரினியன்,
பே,பேரின்பன்,
பே,பேரின்பம்,
பே,பேரூரன்,
பே,பேரூர்நம்பி,
பே,பேரெழிலன்,
பே,பேரெழிலோன்,
பே,பேரேந்தி,
பே,பேரொளி,
