"தொடங்கும் எழுத்து",பெயர்,பொருள்
பி,பித்தன்,
பி,பிறை,
பி,பிறைக்கதிர்,
பி,பிறைக்குட்டி,
பி,பிறைசூடி,
பி,பிறைச்செல்வன்,
பி,பிறைத்தேவன்,
பி,பிறைமதி,
பி,பிறையழகன்,
பி,பிறையாளன்,
பி,பிறையேந்தி,
பி,பிறையொளி,
பி,பிறைவண்ணன்,
பி,பிள்ளை,
பி,பிள்ளைச்செல்வன்,
