"தொடங்கும் எழுத்து",பெயர்,பொருள்
தோ,தோணி,
தோ,தோணியன்,
தோ,தோணிவளத்தன்,
தோ,தோணிவளவன்,
தோ,தோத்தழலோன்,
தோ,தோன்றல்,
தோ,தோளாற்றல்,
தோ,தோள்,உடலுறுப்பு
தோ,தோழன்,
தோ,தோழமை,நட்பு
