"தொடங்கும் எழுத்து",பெயர்,பொருள்
போ,போரஞ்சான்,
போ,போரறிவன்,
போ,போரூரன்,
போ,போரேறு,
போ,போரொளி,
போ,போரோன்,
போ,போர்,
போ,போர்க்கலைஞன்,
போ,போர்க்கொடி,
போ,போர்த்திறலோன்,
போ,போர்த்திறல்,
போ,போர்த்தேவன்,
போ,போர்நாடன்,
போ,போர்ப்பறை,
போ,போர்மாறன்,
போ,போர்முகன்,
போ,போர்முகம்,
போ,போர்முரசு,
போ,போர்வல்லோன்,
போ,போர்வாகை,
போ,போர்வாணன்,
போ,போர்வாள்,
போ,போர்வெற்றி,
போ,போர்வேங்கை,
போ,போர்வேந்தன்,
போ,போர்வேலன்,
போ,போர்வேலோன்,
போ,போர்வேல்,
